Feature,Normalized.Dispersion
ENSG00000171121,0.2726856799078751
ENSG00000121864,-0.3287538320643591
ENSG00000260743,1.5907335907335909
ENSG00000171109,-0.5867864836722726
ENSG00000114450,0.25769214585287675
ENSG00000242539,-0.6210069796228189
ENSG00000272699,0.26993006993006785
ENSG00000136518,0.12470841221605002
ENSG00000272910,-1.4004209759044255
ENSG00000272660,nan
ENSG00000136522,-1.3606129972924652
ENSG00000136521,0.07804947450988846
ENSG00000058056,1.5585905630181676
ENSG00000114757,2.5383163597940395
ENSG00000270178,nan
ENSG00000243799,nan
ENSG00000244302,nan
ENSG00000287645,-2.104896666764304
ENSG00000241696,-0.04566038983233088
ENSG00000239774,-1.5990454961900764
ENSG00000163728,-0.975297788832056
ENSG00000284862,0.27346119785418044
ENSG00000243187,-1.0755244755244777
ENSG00000285336,-0.2913927290851245
ENSG00000114416,-1.242110248570033
ENSG00000205981,-0.8679271653415352
ENSG00000242808,9.258215572231014
ENSG00000241231,2.739119407358721
ENSG00000239381,0.052519654583686105
ENSG00000181449,nan
ENSG00000242512,5.747097011670645
ENSG00000286453,nan
ENSG00000240478,0.2789575289575291
ENSG00000287605,nan
ENSG00000242012,nan
ENSG00000241098,-0.1013513513513506
ENSG00000244247,nan
ENSG00000287941,nan
ENSG00000238837,nan
ENSG00000260377,nan
ENSG00000240063,4.910814352241481
ENSG00000058063,-1.2976190602423139
ENSG00000273261,-1.9555699584468689
ENSG00000043093,0.5501944164231337
ENSG00000078070,0.5684717433683697
ENSG00000243368,0.8218666954594495
ENSG00000078081,0.16357420713007947
ENSG00000053524,1.41296506473053
ENSG00000176597,-0.6783743879031544
ENSG00000172578,-0.9949867021152297
ENSG00000242522,0.34757366256671013
ENSG00000114796,-1.1019466688588804
ENSG00000163872,-0.6472954964216916
ENSG00000233885,-1.4307335979439681
ENSG00000180834,-1.2728496059343886
ENSG00000175193,-0.1973620634624926
ENSG00000114770,1.372001030698845
ENSG00000223882,-0.07765960440563895
ENSG00000186090,nan
ENSG00000178084,0.3178430103536387
ENSG00000238020,-0.20279720279720403
ENSG00000186038,1.6519368527289424
ENSG00000273181,nan
ENSG00000272721,0.40250965250965376
ENSG00000145191,-1.0295956023909973
ENSG00000161202,1.9946884301143544
ENSG00000161203,-1.732888521955709
ENSG00000161204,-0.8802023268992218
ENSG00000145198,-1.5038610038610027
ENSG00000214160,1.1505871235043668
ENSG00000284753,-0.5187015061085727
ENSG00000163888,nan
ENSG00000145194,-1.032741042370776
ENSG00000175166,-0.5717188814218724
ENSG00000114867,5.026829950460757
ENSG00000175182,-1.6077600320708263
ENSG00000114859,-1.5203841248680905
ENSG00000163882,-0.8351403525698413
ENSG00000090534,-0.3436293436293438
ENSG00000090539,0.8783783783783791
ENSG00000224153,-2.097960019950824
ENSG00000227509,nan
ENSG00000230215,0.3052834007997917
ENSG00000182580,2.3364280955124297
ENSG00000177383,-0.8051960639236682
ENSG00000272970,-1.2944236645669664
ENSG00000229433,-0.9147330881187603
ENSG00000273403,nan
ENSG00000272922,0.2915057915057925
ENSG00000156931,-1.018825875717457
ENSG00000187068,0.8470245235949283
ENSG00000223358,nan
ENSG00000113790,0.7009004481491066
ENSG00000073803,1.1559705476128408
ENSG00000163900,-1.1531882083799605
ENSG00000286086,-5.179314836651009
ENSG00000163898,13.395649989271046
ENSG00000163904,-0.9803540445557944
ENSG00000073792,-0.6609119669197283
ENSG00000163915,-2.407387863992058
ENSG00000136527,-1.7622639864334675
ENSG00000244405,-1.98806040435896
ENSG00000234197,nan
ENSG00000058866,2.054956177102955
ENSG00000234548,1.7188811188811177
ENSG00000224406,2.499607922247388
ENSG00000226859,nan
ENSG00000213139,-1.3490573802695025
ENSG00000113838,-1.3673699132630872
ENSG00000090520,-1.3158617178237684
ENSG00000197099,2.5412810869200477
ENSG00000145192,nan
ENSG00000090512,135.06010220223476
ENSG00000113905,nan
ENSG00000113889,1.269087913844676
ENSG00000263826,-0.16559436891173407
ENSG00000156976,-1.349155208599189
ENSG00000163918,-0.25801654185957634
ENSG00000231724,1.772209132911323
ENSG00000232233,-0.833532242320401
ENSG00000181092,-1.3048951048951052
ENSG00000226482,nan
ENSG00000073849,-0.17109552336353853
ENSG00000163923,0.4977829671363771
ENSG00000198491,nan
ENSG00000175077,nan
ENSG00000127241,0.0320789085632954
ENSG00000283175,nan
ENSG00000136514,-0.6726151377249209
ENSG00000228952,nan
ENSG00000157005,nan
ENSG00000198471,nan
ENSG00000228804,-0.9058261665720556
ENSG00000113916,1.3442543821674569
ENSG00000285938,-1.3335881030482377
ENSG00000224049,1.6676284579366265
ENSG00000236864,nan
ENSG00000224187,nan
ENSG00000225058,nan
ENSG00000236412,nan
ENSG00000234238,-0.7500436611134429
ENSG00000270959,-1.7307693443341163
ENSG00000145012,-1.1947265263070572
ENSG00000224563,-1.2774691553349706
ENSG00000234076,-2.512554573039315
ENSG00000188001,2.6583829237798065
ENSG00000230115,nan
ENSG00000073282,7.300727658366043
ENSG00000090530,8.443608070679456
ENSG00000225764,0.06297926589965179
ENSG00000163347,nan
ENSG00000113946,0.5009652509652514
ENSG00000198398,nan
ENSG00000196083,1.0655149532111428
ENSG00000273370,nan
ENSG00000228730,nan
ENSG00000205835,-1.0001891115130246
ENSG00000188729,-2.6680781287380917
ENSG00000233308,0.6615063661026513
ENSG00000188958,-1.4831764547498092
ENSG00000152492,4.122816362211602
ENSG00000223812,1.0256145957435268
ENSG00000253548,nan
ENSG00000232353,nan
ENSG00000287178,nan
ENSG00000114279,2.8516850693391897
ENSG00000231383,nan
ENSG00000230126,nan
ENSG00000226709,nan
ENSG00000180611,5.225146526800719
ENSG00000232130,nan
ENSG00000127252,nan
ENSG00000187527,-0.18067264277387604
ENSG00000236508,nan
ENSG00000127249,1.1157964093386472
ENSG00000225473,nan
ENSG00000198836,-1.3903611285563333
ENSG00000224855,-0.11461036053596527
ENSG00000286624,nan
ENSG00000287206,nan
ENSG00000229155,nan
ENSG00000214146,-1.379749803891656
ENSG00000238043,-0.6593516207818961
ENSG00000230102,1.5183397683397688
ENSG00000276407,0.7093044841646684
ENSG00000229964,nan
ENSG00000232874,nan
ENSG00000114315,1.073526251987389
ENSG00000225742,0.6445707930810248
ENSG00000238097,nan
ENSG00000228271,nan
ENSG00000214145,0.39994019328468783
ENSG00000286317,nan
ENSG00000178772,nan
ENSG00000172061,nan
ENSG00000178732,0.9858059306259292
ENSG00000133657,-0.9319822989763014
ENSG00000233058,1.2472806501830886
ENSG00000244675,3.5369144140278754
ENSG00000231770,-1.2721637659147187
ENSG00000145014,-0.568287441991427
ENSG00000229334,-0.9282384307968001
ENSG00000272707,-0.5205078053202045
ENSG00000041802,-0.11859291073360258
ENSG00000185112,-0.9932801520556805
ENSG00000233987,0.994405594405592
ENSG00000287073,nan
ENSG00000237222,-0.05101231395417629
ENSG00000230401,nan
ENSG00000238031,nan
ENSG00000173950,0.6394647391577997
ENSG00000233303,nan
ENSG00000230266,-1.9575073780746208
ENSG00000287005,-0.47077578638881734
ENSG00000114331,-1.1116396158368995
ENSG00000229325,0.4032079447406853
ENSG00000184203,-0.46279461937328
ENSG00000223711,-1.3467288946840492
ENSG00000189058,-0.7282641191695421
ENSG00000229178,-0.07265113366811111
ENSG00000176945,0.757811294131844
ENSG00000145113,0.722532980651544
ENSG00000223783,0.6195804195804211
ENSG00000061938,-1.5025734684445555
ENSG00000286004,2.3089973019947267
ENSG00000224614,-1.711819480478454
ENSG00000286168,-0.6389961389961378
ENSG00000072274,0.5176736538082065
ENSG00000224652,0.9876662208719172
ENSG00000163958,2.122995320413944
ENSG00000163959,-0.7352736439374509
ENSG00000161217,-1.3240994358002887
ENSG00000228028,nan
ENSG00000213123,0.45714592747792915
ENSG00000235897,2.127570572895856
ENSG00000145107,1.1203800301849398
ENSG00000163960,0.03698993220360559
ENSG00000225822,-0.9868663926962984
ENSG00000163961,0.4676757433422619
ENSG00000273013,-0.5384615384615375
ENSG00000214097,nan
ENSG00000185798,0.7344918264566874
ENSG00000174013,-1.2294271859953936
ENSG00000286661,1.3687258687258694
ENSG00000232065,0.6486101152479713
ENSG00000174004,-0.34466919116884687
ENSG00000163964,-0.13780015554298924
ENSG00000174007,-0.5621888610486382
ENSG00000180370,-1.4029552604063813
ENSG00000119231,-1.1102783904490054
ENSG00000230732,-0.8121934181601174
ENSG00000114503,-0.9180472725422983
ENSG00000225578,0.6131889763252384
ENSG00000270170,-0.005478264242736734
ENSG00000119227,-0.8620710955069609
ENSG00000286017,-0.568608770338523
ENSG00000163975,-1.6142030061901664
ENSG00000228109,-1.6367437954367652
ENSG00000075711,-0.41162820345790835
ENSG00000227375,13.310569712559902
ENSG00000286870,nan
ENSG00000235126,2.6578219825273837
ENSG00000229912,nan
ENSG00000237167,nan
ENSG00000272989,0.524800535186262
ENSG00000161267,1.167646686246908
ENSG00000273308,nan
ENSG00000286909,-1.1323321657826575
ENSG00000236833,-6.537644787644787
ENSG00000287286,-0.22190507514024005
ENSG00000145016,-0.45258091852526017
ENSG00000122068,1.8606413931964652
ENSG00000273375,3.9727783241224666
ENSG00000186001,0.41658220286688313
ENSG00000234136,nan
ENSG00000114473,-0.6027718062216595
ENSG00000182899,0.8326802671368849
ENSG00000185621,0.35481014966274926
ENSG00000286755,-0.3641081018619579
ENSG00000232832,nan
ENSG00000272602,0.13687086226775663
ENSG00000250312,0.4411639464010676
ENSG00000275426,0.0054512542034166915
ENSG00000186777,nan
ENSG00000286705,2.6493175967237645
ENSG00000131127,0.1654177436814761
ENSG00000281016,1.2349811343668256
ENSG00000272885,nan
ENSG00000182903,2.0872579442517467
ENSG00000174227,-0.5760748712811037
ENSG00000273238,nan
ENSG00000283183,-0.5387871387342127
ENSG00000133256,0.19128352582491126
ENSG00000242686,-0.5636363636363629
ENSG00000272927,-0.7181654956632819
ENSG00000169020,-1.135807890043953
ENSG00000215375,3.1749275862591877
ENSG00000169026,-2.624319242396106
ENSG00000185619,-1.2311261106420712
ENSG00000248416,nan
ENSG00000272588,-0.84034575774474
ENSG00000249592,0.6391874689252228
ENSG00000233799,nan
ENSG00000168993,0.17787350734548546
ENSG00000260262,nan
ENSG00000286205,nan
ENSG00000178950,-1.3637374054897355
ENSG00000127419,-1.0904569182087196
ENSG00000145214,-1.0821847960694326
ENSG00000145217,1.1510377073098625
ENSG00000127415,-0.5822631651962313
ENSG00000127418,4.075787828663079
ENSG00000250259,nan
ENSG00000178222,3.1553623656566714
ENSG00000251652,3.319149831582172
ENSG00000227189,nan
ENSG00000159674,10.372170101802746
ENSG00000273179,-1.7885725171865579
ENSG00000280927,-1.3647615060829217
ENSG00000159692,-1.1791216603987495
ENSG00000196810,-0.7356446851239802
ENSG00000090316,-1.2918131093775265
ENSG00000163945,-0.45330535446286235
ENSG00000254094,nan
ENSG00000253399,0.8013986013986001
ENSG00000288380,3.246684970789068
ENSG00000235608,nan
ENSG00000272783,2.2589760014347724
ENSG00000244459,-0.9415298500132594
ENSG00000174137,-1.9834033036973
ENSG00000163950,6.418026347700963
ENSG00000270195,0.07645952076829134
ENSG00000013810,-1.1552683726694462
ENSG00000168936,-0.2995226360703466
ENSG00000068078,-1.3048951048951052
ENSG00000168924,-0.966685709319131
ENSG00000109685,0.6605239102410596
ENSG00000185049,-0.18177366917049936
ENSG00000243449,37.42644821604235
ENSG00000185818,-0.6836242333209154
ENSG00000130997,-1.1872681400142673
ENSG00000214367,-1.0711390913699774
ENSG00000250623,nan
ENSG00000123933,0.20908289930349372
ENSG00000159733,1.2293854586877284
ENSG00000251148,2.0091013490799154
ENSG00000206113,-4.2746633330042725
ENSG00000063978,-0.8231214093415475
ENSG00000248399,nan
ENSG00000125386,-0.9409671154146483
ENSG00000168884,-1.0079060338828565
ENSG00000087266,-1.7365621838160847
ENSG00000087274,-1.293938928213608
ENSG00000287099,1.167087097251863
ENSG00000109736,-0.9962892305012339
ENSG00000249673,-0.6214334776841312
ENSG00000087269,-0.8543409348904363
ENSG00000125388,-0.5408252447036606
ENSG00000197386,-0.8498038000833212
ENSG00000251075,-0.7897761537937937
ENSG00000188981,3.2092041167494854
ENSG00000159788,1.0344573657172955
ENSG00000109758,nan
ENSG00000286900,nan
ENSG00000175920,0.1940921146776161
ENSG00000163956,-1.3816103214879372
ENSG00000270090,nan
ENSG00000216560,nan
ENSG00000250681,nan
ENSG00000250632,nan
ENSG00000250986,nan
ENSG00000184160,nan
ENSG00000163982,nan
ENSG00000132406,-0.04425691379867942
ENSG00000145220,-0.0020994202315993515
ENSG00000168826,-0.3454904486245732
ENSG00000248516,-0.05308880308880292
ENSG00000168824,2.8232271904925677
ENSG00000168818,-0.8279569374735375
ENSG00000248221,nan
ENSG00000247708,4.459025045233194
ENSG00000273396,nan
ENSG00000163132,nan
ENSG00000170891,nan
ENSG00000152953,1.9697142719524028
ENSG00000082929,nan
ENSG00000173040,0.31732933164285887
ENSG00000072840,7.7930482925425055
ENSG00000072832,0.3757568327031147
ENSG00000181215,0.19463660152199494
ENSG00000152969,2.1805966076045884
ENSG00000284684,nan
ENSG00000287786,-0.8018535255622214
ENSG00000251408,-0.03466374438912146
ENSG00000109501,1.4930941052126676
ENSG00000286176,-0.5801158301158297
ENSG00000074211,0.3065707150968277
ENSG00000013288,-1.5258037059065752
ENSG00000179010,-1.1015025771128948
ENSG00000251580,2.970941640326889
ENSG00000170846,0.19457860990927708
ENSG00000246526,3.415680324064005
ENSG00000163993,34.63507670148947
ENSG00000178988,-0.5236672958163221
ENSG00000186222,-0.3270952826481367
ENSG00000287331,nan
ENSG00000170871,-0.18044135373534362
ENSG00000132405,-0.016898481149508468
ENSG00000287104,-0.391368376222884
ENSG00000187904,nan
ENSG00000245748,-0.842241906348859
ENSG00000173013,-3.495181544509384
ENSG00000173011,0.9138828640177211
ENSG00000109519,-1.0271458962461966
ENSG00000245468,0.14928983673684526
ENSG00000184985,-0.3513740908083833
ENSG00000178597,nan
ENSG00000272620,0.657995167803008
ENSG00000196526,1.6037437532669612
ENSG00000287164,0.8273704764226758
ENSG00000228919,1.8648222413679032
ENSG00000163995,3.1060980371039646
ENSG00000273267,nan
ENSG00000251460,nan
ENSG00000125089,-2.0406766689122455
ENSG00000170801,-0.3118881118881128
ENSG00000249145,nan
ENSG00000251615,2.6139947001444384
ENSG00000087008,-0.7773209139090791
ENSG00000155275,19.886290161421062
ENSG00000251186,nan
ENSG00000205959,3.4286378865136466
ENSG00000155269,nan
ENSG00000109625,nan
ENSG00000250915,nan
ENSG00000215612,nan
ENSG00000258507,nan
ENSG00000288075,-0.0262038125364622
ENSG00000287972,0.3911026635151526
ENSG00000229924,6.082579646576798
ENSG00000231396,nan
ENSG00000233136,nan
ENSG00000227551,nan
ENSG00000232399,nan
ENSG00000223569,nan
ENSG00000249104,nan
ENSG00000250844,nan
ENSG00000248920,nan
ENSG00000250745,nan
ENSG00000249811,nan
ENSG00000248933,nan
ENSG00000250913,nan
ENSG00000232264,nan
ENSG00000230430,nan
ENSG00000229579,nan
ENSG00000227140,nan
ENSG00000235780,nan
ENSG00000231051,nan
ENSG00000231637,nan
ENSG00000228856,nan
ENSG00000186146,nan
ENSG00000287117,-0.6363019141954422
ENSG00000109667,-0.03321762675523671
ENSG00000169676,nan
ENSG00000249219,nan
ENSG00000250413,nan
ENSG00000261490,0.7408432281100882
ENSG00000071127,0.23153194277351988
ENSG00000178163,-0.6703017254875356
ENSG00000287154,4.2418643323486425
ENSG00000109684,15.540430231430738
ENSG00000249334,nan
ENSG00000283083,1.3901800605279229
ENSG00000002587,2.3231544546548113
ENSG00000287778,2.7436754947260913
ENSG00000251152,1.010533150168625
ENSG00000249631,2.9028475922146706
ENSG00000248300,-1.2606177606177604
ENSG00000248262,nan
ENSG00000251210,nan
ENSG00000250371,-0.5973115292926433
ENSG00000250098,-1.1370629370629364
ENSG00000157869,0.6139281450109756
ENSG00000286297,nan
ENSG00000281202,nan
ENSG00000109705,nan
ENSG00000246095,nan
ENSG00000038219,-0.7220302621886369
ENSG00000250634,-1.1499576448454625
ENSG00000250497,nan
ENSG00000251679,nan
ENSG00000249988,1.0085570785795188
ENSG00000287360,6.222747048832108
ENSG00000251412,nan
ENSG00000248425,nan
ENSG00000248360,-0.0132704744932149
ENSG00000247624,-0.2278018525015608
ENSG00000137449,-1.0641573885985953
ENSG00000249252,1.051880407478938
ENSG00000163145,-0.36828267187777214
ENSG00000251379,nan
ENSG00000048342,0.1082975055877592
ENSG00000273133,-0.6022473362936746
ENSG00000118564,-0.11934588173469078
ENSG00000237765,0.21101945374287778
ENSG00000109743,42.80562676668496
ENSG00000004468,4.871108458117027
ENSG00000137440,nan
ENSG00000137441,7.143636450499275
ENSG00000007062,1.0440904851154005
ENSG00000286280,nan
ENSG00000169762,0.3017334168869165
ENSG00000249234,1.2066010651445027
ENSG00000263327,2.478599229686018
ENSG00000286888,nan
ENSG00000248138,-1.3803088803088799
ENSG00000169744,8.746336909192788
ENSG00000287081,0.3930069930069904
ENSG00000249998,-0.18224357321887813
ENSG00000250819,0.6867132867132844
ENSG00000151552,-0.7591129240185901
ENSG00000249581,nan
ENSG00000002549,4.6119066762458685
ENSG00000249502,-0.41992555573679846
ENSG00000118579,-0.7497932911744823
ENSG00000047662,1.2133674135074706
ENSG00000163257,-1.0487483506048725
ENSG00000109805,-1.7299712668588934
ENSG00000178177,-0.05780917128966069
ENSG00000286046,33.78973084497559
ENSG00000251048,nan
ENSG00000248238,-0.4351990819167332
ENSG00000248515,-0.07895262255853697
ENSG00000249441,nan
ENSG00000145147,22.283681050256845
ENSG00000248228,nan
ENSG00000163138,-0.5832953140966328
ENSG00000185774,6.383002044998033
ENSG00000272995,nan
ENSG00000250243,0.6617965308462619
ENSG00000286318,nan
ENSG00000250092,1.2210424710424714
ENSG00000248343,nan
ENSG00000280650,nan
ENSG00000250039,0.45304359840929315
ENSG00000152990,3.8629041502025823
ENSG00000248837,-0.8639343695002035
ENSG00000249547,0.41538461538461496
ENSG00000250137,0.10440927472656455
ENSG00000251292,nan
ENSG00000109819,-1.9629247048605665
ENSG00000249453,nan
ENSG00000109606,4.53570469449432
ENSG00000261121,nan
ENSG00000109610,nan
ENSG00000181982,-0.6268068510126199
ENSG00000153012,nan
ENSG00000109618,-0.977125300821055
ENSG00000281501,-0.10032775104987465
ENSG00000038210,3.272807905248558
ENSG00000271172,nan
ENSG00000168228,0.3872852819622385
ENSG00000053900,-1.345689252493456
ENSG00000248545,12.592249387258146
ENSG00000157765,2.9305545494611365
ENSG00000091490,4.366966508953339
ENSG00000250541,1.3720906769220174
ENSG00000250317,-0.4961905190520433
ENSG00000251009,-2.8915221143246668
ENSG00000283314,-0.30821201336323506
ENSG00000168214,-0.24886297921959877
ENSG00000163394,nan
ENSG00000109680,1.7107421076800386
ENSG00000109689,0.17103880769730886
ENSG00000240005,-0.10642384044379832
ENSG00000251080,nan
ENSG00000205830,nan
ENSG00000249699,0.23746620756279005
ENSG00000251325,-2.5704633204633196
ENSG00000287389,66.49574917133424
ENSG00000251410,nan
ENSG00000286321,0.5216783216783196
ENSG00000250038,nan
ENSG00000250064,1.3486765311113487
ENSG00000286141,nan
ENSG00000250190,nan
ENSG00000249228,nan
ENSG00000248176,nan
ENSG00000248338,nan
ENSG00000286596,nan
ENSG00000169851,1.6673911906321663
ENSG00000249678,nan
ENSG00000251182,nan
ENSG00000251434,-0.6496138996138991
ENSG00000249882,1.5522530003269421
ENSG00000251129,5.503822870521194
ENSG00000286212,0.0009018598518540628
ENSG00000251329,nan
ENSG00000286784,-1.2322378103555909
ENSG00000287968,nan
ENSG00000248417,nan
ENSG00000288321,-0.2129044917602956
ENSG00000250954,0.11246306476163533
ENSG00000250723,0.2724305442304646
ENSG00000248685,-1.2548262548262539
ENSG00000287320,nan
ENSG00000250597,nan
ENSG00000047365,1.1977290904875029
ENSG00000247193,3.7858923564772895
ENSG00000197057,5.336915437607544
ENSG00000251438,3.3883398376296254
ENSG00000248215,-0.31468531468531447
ENSG00000287416,nan
ENSG00000261761,nan
ENSG00000247810,2.617303747577629
ENSG00000174145,3.4841198367035338
ENSG00000154274,-0.6723399134311223
ENSG00000288073,1.3108108108108105
ENSG00000248936,nan
ENSG00000181826,13.735623817607248
ENSG00000169299,-1.1971810719867724
ENSG00000065882,1.051557607568421
ENSG00000250254,-1.7946336172730313
ENSG00000287659,nan
ENSG00000251642,nan
ENSG00000248227,-2.1754839691714163
ENSG00000249534,2.625982038670791
ENSG00000249667,1.321677594768994
ENSG00000251635,-1.3397683397683386
ENSG00000231160,3.5593194526342335
ENSG00000271958,nan
ENSG00000109787,-1.4750854097345243
ENSG00000174123,-0.3738382881572282
ENSG00000174125,-1.8477994107465057
ENSG00000174130,-2.4427441852738445
ENSG00000197712,-0.3286976437724976
ENSG00000121895,2.530404002471812
ENSG00000109790,0.8265996681079376
ENSG00000249207,-0.30701638943563153
ENSG00000249685,1.1363110398324563
ENSG00000157796,1.1972947097625717
ENSG00000035928,10.43629979400459
ENSG00000134962,-0.37361640843806865
ENSG00000163682,2.810392556241391
ENSG00000121897,0.24651054457461277
ENSG00000109814,-0.2358633872154447
ENSG00000249348,2.017742885595093
ENSG00000287262,-0.19494905790012818
ENSG00000163683,0.47046811492834945
ENSG00000286349,1.702891501537349
ENSG00000255458,5.372477044973313
ENSG00000078140,-0.10105441771247091
ENSG00000121892,-0.32569781824384375
ENSG00000078177,1.8147211157097083
ENSG00000260296,-0.48672233120646213
ENSG00000286089,0.07947130802450791
ENSG00000168421,1.2187524583768496
ENSG00000250338,nan
ENSG00000249241,2.306446665006899
ENSG00000174343,2.617303747577629
ENSG00000163694,2.8071102082328165
ENSG00000250893,-0.826254826254826
ENSG00000287182,-1.0363636363636375
ENSG00000179299,2.4201457093785477
ENSG00000163697,-0.9358085810612015
ENSG00000250906,nan
ENSG00000251173,0.3779604301626862
ENSG00000154277,nan
ENSG00000064042,-1.1640856651388558
ENSG00000287762,nan
ENSG00000249216,nan
ENSG00000109132,nan
ENSG00000250467,0.8685314685314658
ENSG00000249122,nan
ENSG00000245870,0.9524138383206046
ENSG00000249771,-1.6870327934569822
ENSG00000109133,-0.7417782670201267
ENSG00000182308,-1.0230386897356953
ENSG00000272862,nan
ENSG00000014824,0.04964439178961042
ENSG00000188848,0.2828006063415051
ENSG00000285454,4.553998153544435
ENSG00000250781,1.1110038610038617
ENSG00000178343,nan
ENSG00000124406,0.6962338494207554
ENSG00000260519,-1.0228158861812047
ENSG00000251517,nan
ENSG00000215203,0.2706599085409996
ENSG00000248939,1.4700772200772207
ENSG00000250657,nan
ENSG00000248143,1.5406763617698689
ENSG00000286891,-2.325947372553062
ENSG00000250863,1.1874125874125858
ENSG00000251350,nan
ENSG00000183783,nan
ENSG00000177752,1.6713286713286688
ENSG00000151806,-0.902993066372839
ENSG00000163281,-0.4797836330761057
ENSG00000273369,nan
ENSG00000272936,1.0010417955888558
ENSG00000248744,nan
ENSG00000163285,nan
ENSG00000260878,nan
ENSG00000151834,-0.7995305346005451
ENSG00000249330,0.1738892386265159
ENSG00000170516,-1.1896553196752297
ENSG00000109158,0.5608391608391624
ENSG00000163288,8.050091281549433
ENSG00000260918,0.6195804195804211
ENSG00000169019,-1.82877874675314
ENSG00000282904,nan
ENSG00000286294,1.917182209195013
ENSG00000145246,-0.8120558625324146
ENSG00000248254,0.9183000697886127
ENSG00000145244,3.3382836066306973
ENSG00000282917,3.2167699125550833
ENSG00000259959,-0.012532942416769501
ENSG00000170448,-0.34141346031446596
ENSG00000163293,4.320535807744227
ENSG00000198515,0.8183887882941794
ENSG00000074966,2.7500152032617677
ENSG00000135605,0.2693061814330749
ENSG00000109171,-0.5001647588802179
ENSG00000145248,nan
ENSG00000182223,nan
ENSG00000075539,-1.4968005773617925
ENSG00000109180,2.168922727902928
ENSG00000248256,-0.6506911781377125
ENSG00000145247,1.2526311407951416
ENSG00000109182,nan
ENSG00000109184,2.6666961196458634
ENSG00000272576,-0.24244872981869825
ENSG00000188993,2.049323216862034
ENSG00000163069,0.8068256521182551
ENSG00000251040,nan
ENSG00000163071,10.530120978303458
ENSG00000287999,-0.9556131799463525
ENSG00000109189,2.0022665225589305
ENSG00000248866,-0.6053713237028194
ENSG00000260120,-0.245726038184835
ENSG00000250302,1.0499319258032052
ENSG00000226950,-1.0557845495965459
ENSG00000286161,-0.2799539259379334
ENSG00000226887,14.923963810162629
ENSG00000128045,0.689218902862149
ENSG00000184178,0.21742826646387295
ENSG00000248115,0.754790829644228
ENSG00000145216,-0.4978750070711288
ENSG00000072201,-0.8423610832206418
ENSG00000250930,0.6988416988416997
ENSG00000248494,nan
ENSG00000249341,nan
ENSG00000249706,-1.8761464857431214
ENSG00000272650,1.200203529837758
ENSG00000109220,-1.7008301470201475
ENSG00000269506,-0.6214517715850264
ENSG00000287534,0.3529653545172685
ENSG00000180613,nan
ENSG00000134853,0.009350549902042352
ENSG00000248184,nan
ENSG00000248518,nan
ENSG00000251264,nan
ENSG00000250456,nan
ENSG00000157404,-1.297735319302485
ENSG00000249727,nan
ENSG00000251256,nan
ENSG00000248317,0.00419580419580468
ENSG00000250646,4.132827388269587
ENSG00000128052,1.0063178371742678
ENSG00000287060,nan
ENSG00000128039,-0.5529101399865783
ENSG00000249700,-1.004050081650698
ENSG00000273257,-0.17762237762237815
ENSG00000134851,-1.0691726029534747
ENSG00000134852,0.3637502891049997
ENSG00000272969,nan
ENSG00000163440,0.3484555984555986
ENSG00000109255,1.033050371148171
ENSG00000250821,nan
ENSG00000090989,-0.7262274378899749
ENSG00000286599,-0.3856541596409902
ENSG00000287382,-0.6355422540219332
ENSG00000174799,1.0288116538993777
ENSG00000109265,2.328600875523088
ENSG00000286093,nan
ENSG00000157426,1.5454041166040813
ENSG00000269921,-0.8682505271974177
ENSG00000128059,1.5217953499880525
ENSG00000270147,-1.337837837837837
ENSG00000128050,0.2807511852455296
ENSG00000174780,6.730850841755194
ENSG00000196503,-0.8442691427921972
ENSG00000249693,2.237204114953741
ENSG00000171476,3.3715259842147587
ENSG00000128040,-0.07608349706514879
ENSG00000084093,2.610645612337774
ENSG00000269949,0.8088606981388415
ENSG00000084092,-0.5603078683489541
ENSG00000047315,-1.1743485230272206
ENSG00000163453,1.6194130846591666
ENSG00000245067,-0.8797202797202788
ENSG00000287369,nan
ENSG00000250192,nan
ENSG00000248505,1.3896504814672503
ENSG00000251459,nan
ENSG00000251049,nan
ENSG00000250333,nan
ENSG00000249831,nan
ENSG00000285998,nan
ENSG00000250340,nan
ENSG00000250078,nan
ENSG00000251339,-2.41644076238369
ENSG00000249382,nan
ENSG00000251266,nan
ENSG00000250375,nan
ENSG00000286097,nan
ENSG00000249111,nan
ENSG00000249392,nan
ENSG00000249892,nan
ENSG00000287174,nan
ENSG00000249066,nan
ENSG00000240152,nan
ENSG00000150471,-1.3675767426928973
ENSG00000205682,-0.00781121223976451
ENSG00000248692,-0.5830034596868837
ENSG00000251055,nan
ENSG00000250775,nan
ENSG00000205678,2.237204114953741
ENSG00000286664,-2.278179340789428
ENSG00000250125,7.513359468505319
ENSG00000285711,nan
ENSG00000145242,0.4657008782402063
ENSG00000250846,nan
ENSG00000248479,nan
ENSG00000251527,nan
ENSG00000249413,-1.2973845081294855
ENSG00000272304,nan
ENSG00000287383,1.924634873912779
ENSG00000250075,1.9545054094789094
ENSG00000145241,-0.24644869179082154
ENSG00000035720,1.704385934405067
ENSG00000033178,-0.8134227901154519
ENSG00000248049,0.9379732851810338
ENSG00000109163,2.4675771622926863
ENSG00000153802,0.6416451559807753
ENSG00000187054,1.4333976833976836
ENSG00000198092,nan
ENSG00000185873,nan
ENSG00000083896,-0.8842816717724398
ENSG00000087128,1.0974903474903477
ENSG00000197888,5.371766630687081
